name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus,Value
Lee Kwan Bum,0,0,0,0,0,0,10,1,0,11
Amiran Gogoladze,0,0,0,0,0,0,10,1,0,11
Ariel Beck,0,0,0,0,0,0,10,1,0,11
Liliya Shakirova,0,0,0,0,0,0,10,1,0,11
Maurice Mitchell,0,0,0,0,0,0,10,1,0,11
Dmitri Stepanov,0,0,0,0,0,0,10,1,0,11
Paul Georgieff,0,0,0,0,0,0,10,1,0,11
Minoki Ichihara,0,0,0,0,0,0,10,1,0,11
Emiliano Sordi,0,0,0,0,0,0,10,1,0,11
Dennis Reed,0,0,0,0,0,0,10,1,0,11
David Hood,0,0,0,0,0,0,10,1,0,11
Sarah D'alelio,0,0,0,0,0,0,10,1,0,11
Won Jin Eoh,0,0,0,0,0,0,10,1,0,11
Neil Wain,0,0,0,0,0,0,10,0,0,10
Thomas Paull,0,0,0,0,0,0,10,0,0,10
Haven Torres,0,0,0,0,0,0,10,0,0,10
Josh Wick,0,0,0,0,0,0,10,0,0,10
Yoko Takahashi,0,0,0,0,0,0,10,0,0,10
Fabio Silva,0,0,0,0,0,0,10,0,0,10
Rick Davis,0,0,0,0,0,0,10,0,0,10
Sidney Silva,0,0,0,0,0,0,10,0,0,10
Edson Gomez,0,0,0,0,0,0,10,0,0,10
Leon Shahbazyan,0,0,0,0,0,0,10,0,0,10
Brad Royster,0,0,0,0,0,0,10,0,0,10
Dominic Brown,0,0,0,0,0,0,10,0,0,10
Ravena Oliveira,0,0,0,0,0,0,10,0,0,10
Dave Zitanick,0,0,0,0,0,0,10,0,0,10
Steven Koslow,0,0,0,0,0,0,10,0,0,10
Solomon Hutcherson,0,0,0,0,0,0,10,0,0,10
Tina Lahdemaki,0,0,0,0,0,0,10,0,0,10
Phil Caracappa,0,0,0,0,0,0,10,0,0,10
Francois Botha,0,0,0,0,0,0,10,0,0,10
Alex Torres,0,0,0,0,0,0,10,0,0,10
Jason Suttie,0,0,0,0,0,0,10,0,0,10
JungHyun Lee,0,0,0,0,0,0,10,0,0,10
Joe Camacho,0,0,0,0,0,0,10,0,0,10
Casey Huffman,0,0,0,0,0,0,10,0,0,10
John Teixeira,0,0,0,0,0,0,10,0,0,10
Matt Skelton,0,0,0,0,0,0,10,0,0,10
Justin DeMoney,0,0,0,0,0,0,10,0,0,10
Kevin Szaflarski,0,0,0,0,0,0,10,0,0,10
Jeremy  Freitag,0,0,0,0,0,0,10,0,0,10
Jesse Moreng,0,0,0,0,0,0,10,0,0,10
Jesse Murray,0,0,0,0,0,0,10,0,0,10
Will Santiago,0,0,0,0,0,0,10,0,0,10
Iouri Kotchkine,0,0,0,0,0,0,10,0,0,10
Rainn Guerrero,0,0,0,0,0,0,10,0,0,10
Kailan Hill,0,0,0,0,0,0,10,0,0,10
YeDam Seo,0,0,0,0,0,0,10,0,0,10
Josh Epps,0,0,0,0,0,0,10,0,0,10
Joe Jordan,0,0,0,0,0,0,10,0,0,10
Dennis Dombrow,0,0,0,0,0,0,10,0,0,10
Joao Pierini,0,0,0,0,0,0,10,0,0,10
Russell Patrick,0,0,0,0,0,0,10,0,0,10
Jackie Lee,0,0,0,0,0,0,10,0,0,10
Teila Tuli,0,0,0,0,0,0,10,0,0,10
Saeed Hosseini,0,0,0,0,0,0,10,0,0,10
Craig Oxley,0,0,0,0,0,0,10,0,0,10
Nick Gibbons,0,0,0,0,0,0,10,0,0,10
Keith Mielke,0,0,0,0,0,0,10,0,0,10
Nikolay Veretennikov,0,0,0,0,0,0,10,0,0,10
Chatt Lavender,0,0,0,0,0,0,10,0,0,10
Daniel Schmitt,0,0,0,0,0,0,10,0,0,10
Richard Dalton,0,0,0,0,0,0,10,0,0,10
Torrance Taylor,0,0,0,0,0,0,10,0,0,10
Bruno Carvalho,0,0,0,0,0,0,10,0,0,10
Leo Sylvest,0,0,0,0,0,0,10,0,0,10
Pedro Otavio,0,0,0,0,0,0,10,0,0,10
Kevin Roddy,0,0,0,0,0,0,10,0,0,10
Tsuyoshi Kurihara,0,0,0,0,0,0,10,0,0,10
Jules Bruchez,0,0,0,0,0,0,10,0,0,10
John Richard,0,0,0,0,0,0,10,0,0,10
Mike Wessel,0,0,0,0,0,0,10,0,0,10
Brandon Michaels,0,0,0,0,0,0,10,0,0,10
Justin Bruckmann,0,0,0,0,0,0,10,0,0,10
Danilo Suzart,0,0,0,0,0,0,10,0,0,10
Victor Dias,0,0,0,0,0,0,10,0,0,10
Sergey Ignatov,0,0,0,0,0,0,10,0,0,10
Adrian Diaz,0,0,0,0,0,0,10,0,0,10
Pauline Macias,0,0,0,0,0,0,10,0,0,10
Justin Pennington,0,0,0,0,0,0,10,0,0,10
Albert Cheng,0,0,0,0,0,0,10,0,0,10
Peggy Morgan,0,0,0,0,0,0,10,0,0,10
Keiichiro Yamamiya,0,0,0,0,0,0,10,0,0,10
Josh Bryant,0,0,0,0,0,0,10,0,0,10
Israel Albuquerque,0,0,0,0,0,0,10,0,0,10
Caolan Loughran,0,0,0,0,0,0,10,0,0,10
Gennaro Strangis,0,0,0,0,0,0,10,0,0,10
Adriano Santos,0,0,0,0,0,0,10,0,0,10
Charlene Gellner,0,0,0,0,0,0,10,0,0,10
Katsuya Inoue,0,0,0,0,0,0,10,0,0,10
Kaleo Kwan,0,0,0,0,0,0,10,0,0,10
Waylon Kennell,0,0,0,0,0,0,10,0,0,10
Angga,0,0,0,0,0,0,10,0,0,10
Chris Solomon,0,0,0,0,0,0,10,0,0,10
Anistavio Medeiros,0,0,0,0,0,0,10,0,0,10
Kier Gooch,0,0,0,0,0,0,10,0,0,10
Yanis Ghemmouri,0,0,0,0,0,0,10,0,0,10
Ibragim Magomedov,0,0,0,0,0,0,10,0,0,10
George Allen,0,0,0,0,0,0,10,0,0,10
Eric Wray,0,0,0,0,0,0,10,0,0,10
Floyd Sword,0,0,0,0,0,0,10,0,0,10
Bassil Hafez,0,0,0,0,0,0,10,0,0,10
Alexandru Lungu,0,0,0,0,0,0,10,0,0,10
Marcelo Brito,0,0,0,0,0,0,10,0,0,10
Wataru Sakata,0,0,0,0,0,0,10,0,0,10
Chuck O'Neil,0,0,0,0,0,0,10,0,0,10
Damir Mirenic,0,0,0,0,0,0,10,0,0,10
Ronaldo Candido,0,0,0,0,0,0,10,0,0,10
Donnie Chappell,0,0,0,0,0,0,10,0,0,10
Shaun Etchell,0,0,0,0,0,0,10,0,0,10
Hugo Govea,0,0,0,0,0,0,10,0,0,10
Ben Lagman,0,0,0,0,0,0,10,0,0,10
Robert Lucarelli,0,0,0,0,0,0,10,0,0,10
Willie Peeters,0,0,0,0,0,0,10,0,0,10
Kerry Schall,0,0,0,0,0,0,10,0,0,10
Jordan Goodwin,0,0,0,0,0,0,10,0,0,10
Young Sam Jung,0,0,0,0,0,0,10,0,0,10
Estefani Almeida,0,0,0,0,0,0,10,0,0,10
Mitch Raposo,0,0,0,0,0,0,10,0,0,10
Lucas Stark,0,0,0,0,0,0,10,0,0,10
Stephen Ledbetter,0,0,0,0,0,0,10,0,0,10
Dominic Clark,0,0,0,0,0,0,10,0,0,10
Ryan Keenan,0,0,0,0,0,0,10,0,0,10
Robert Bryczek,0,0,0,0,0,0,10,0,0,10
Tomohiko Hashimoto,0,0,0,0,0,0,10,0,0,10
Rico Farrington,0,0,0,0,0,0,10,0,0,10
Josh Rafferty,0,0,0,0,0,0,10,0,0,10
Alberta Cerra Leon,0,0,0,0,0,0,10,0,0,10
Isabela de Padua,0,0,0,0,0,0,10,0,0,10
Rainy Martinez,0,0,0,0,0,0,10,0,0,10
Yukiya Naito,0,0,0,0,0,0,10,0,0,10
Jay Cucciniello,0,0,0,0,0,0,10,0,0,10
Jacobi Jones,0,0,0,0,0,0,10,0,0,10
Rolles Gracie,0,0,0,0,0,0,10,0,0,10
Eun Soo Lee,0,0,0,0,0,0,10,0,0,10
Leonardo Damiani,0,0,0,0,0,0,10,0,0,10
Joe Giannetti,0,0,0,0,0,0,10,0,0,10
George Stork,0,0,0,0,0,0,10,0,0,10
Alexandre Ferreira,0,0,0,0,0,0,10,0,0,10
Tom Egan,0,0,0,0,0,0,10,0,0,10
Chris Saunders,0,0,0,0,0,0,10,0,0,10
Garrett Gross,0,0,0,0,0,0,10,0,0,10
Angel De Anda,0,0,0,0,0,0,10,0,0,10
Edgar Cardenas,0,0,0,0,0,0,10,0,0,10
Bill Duvall,0,0,0,0,0,0,10,0,0,10
Fiona Muxlow,0,0,0,0,0,0,10,0,0,10
Larry Parker,0,0,0,0,0,0,10,0,0,10
Shunichi Shimizu,0,0,0,0,0,0,10,0,0,10
Rene Kronvold,0,0,0,0,0,0,10,0,0,10
Tatsuya Iwasaki,0,0,0,0,0,0,10,0,0,10
Pete Sabala,0,0,0,0,0,0,10,0,0,10
Bryson Kamaka,0,0,0,0,0,0,10,0,0,10
Kristian Rothaermel,0,0,0,0,0,0,10,0,0,10
Vitor Vianna,0,0,0,0,0,0,10,0,0,10
Braxton Smith,0,0,0,0,0,0,10,0,0,10
Maurice Eazel,0,0,0,0,0,0,10,0,0,10
Raymond Daniels,0,0,0,0,0,0,10,0,0,10
David Marshall,0,0,0,0,0,0,10,0,0,10
Geronimo dos Santos,0,0,0,0,0,0,10,0,0,10
Kaik Brito,0,0,0,0,0,0,10,0,0,10
Stephanie Webber,0,0,0,0,0,0,10,0,0,10
Luke Hartwig,0,0,0,0,0,0,10,0,0,10
Sean O'Haire,0,0,0,0,0,0,10,0,0,10
Derek Downey,0,0,0,0,0,0,10,0,0,10
Nick Serra,0,0,0,0,0,0,10,0,0,10
Marcos da Matta,0,0,0,0,0,0,10,0,0,10
Tebaris Gordon,0,0,0,0,0,0,10,0,0,10
Ron Faircloth,0,0,0,0,0,10,0,0,0,10
Maiju Kujala,0,0,0,0,0,0,10,0,0,10
John Dixson,0,0,0,0,0,0,10,0,0,10
Marc Stevens,0,0,0,0,0,0,10,0,0,10
Ryan Madigan,0,0,0,0,0,0,10,0,0,10
Wesley Little,0,0,0,0,0,0,10,0,0,10
Jon Murphy,0,0,0,0,0,0,10,0,0,10
Cesar Gracie,0,0,0,0,0,0,10,0,0,10
Lorenzo Hood,0,0,0,0,0,0,10,0,0,10
Chelsea Hackett,0,0,0,0,0,0,10,0,0,10
Jonny Goh,0,0,0,0,0,0,10,0,0,10
Ricardo Barros,0,0,0,0,0,0,10,0,0,10
Josh Diekmann,0,0,0,0,0,0,10,0,0,10
Tony Bonello,0,0,0,0,0,0,10,0,0,10
Karla Benitez,0,0,0,0,0,0,10,0,0,10
Justin Davis,0,0,0,0,0,0,10,0,0,10
Nikolajus Cilkinas,0,0,0,0,0,0,10,0,0,10
Dylan Mantello,0,0,0,0,0,0,10,0,0,10
Jose Barreto,0,0,0,0,0,0,10,0,0,10
Jeremy Malaterre,0,0,0,0,0,0,10,0,0,10
Jinnosuke Kashimura,0,0,0,0,0,0,10,0,0,10
Andrei Kopylov,0,0,0,0,0,0,10,0,0,10
Josh Bennett,0,0,0,0,0,0,10,0,0,10
Claudio Mattos,0,0,0,0,0,0,10,0,0,10
Jianping Yang,0,0,0,0,0,0,10,0,0,10
Egidijus Valavicius,0,0,0,0,0,0,10,0,0,10
Ozzy Diaz,0,0,0,0,0,0,10,0,0,10
Carina Damm,0,0,0,0,0,0,10,0,0,10
Kaloyan Kolev,0,0,0,0,0,0,10,0,0,10
Jeremia Siregar,0,0,0,0,0,0,10,0,0,10
Filip Pejic,0,0,0,0,0,0,10,0,0,10
Gilbert Rael,0,0,0,0,0,0,10,0,0,10
Kelly Velasco,0,0,0,0,0,0,10,0,0,10
Anthony Alves,0,0,0,0,0,0,10,0,0,10
Richie Smullen,0,0,0,0,0,0,10,0,0,10
Nick Newell,0,0,0,0,0,0,10,0,0,10
Bruno Oliveira,0,0,0,0,0,0,10,0,0,10
Nicdali Rivera-Calanoc,0,0,0,0,0,0,10,0,0,10
Wallen Del Rosario,0,0,0,0,0,0,10,0,0,10
Courtney Turner,0,0,0,0,0,0,10,0,0,10
Ray Wizard,0,0,0,0,0,0,10,0,0,10
Will Chope,0,0,0,0,0,0,10,0,0,10
Junya Kudo,0,0,0,0,0,0,10,0,0,10
Kenji Arai,0,0,0,0,0,0,10,0,0,10
Brian Cobb,0,0,0,0,0,0,10,0,0,10
Sean Daugherty,0,0,0,0,0,0,10,0,0,10
Chris Hawk,0,0,0,0,0,0,10,0,0,10
Denis Sobolev,0,0,0,0,0,0,10,0,0,10
Donald Sanchez,0,0,0,0,0,0,10,0,0,10
Peter Petties,0,0,0,0,0,0,10,0,0,10
Herdem Alacabek,0,0,0,0,0,0,10,0,0,10
Tom Tuggle,0,0,0,0,0,0,10,0,0,10
Matt Lucas,0,0,0,0,0,0,10,0,0,10
Frank Caracci,0,0,0,0,0,0,10,0,0,10
Mike Bourke,0,0,0,0,0,0,10,0,0,10
Jesse Sanders,0,0,0,0,0,0,10,0,0,10
Gregory Bouchelaghem,0,0,0,0,0,0,10,0,0,10
Min Soo Kim,0,0,0,0,0,0,10,0,0,10
Chad Cook,0,0,0,0,0,0,10,0,0,10
Neil Grove,0,0,0,0,0,0,10,0,0,10
Oron Kahlon,0,0,0,0,0,0,10,0,0,10
Ketlen Souza,0,0,0,0,0,0,10,0,0,10
Michael Diaz,0,0,0,0,0,0,10,0,0,10
Dave Berry,0,0,0,0,0,0,10,0,0,10
Ron van Clief,0,0,0,0,0,0,10,0,0,10
Jae Hyun Park,0,0,0,0,0,0,10,0,0,10
Chris Tickle,0,0,0,0,0,0,10,0,0,10
Alexandre Franca Nogueira,0,0,0,0,0,0,10,0,0,10
Nick Rossborough,0,0,0,0,0,0,10,0,0,10
Leiticia Pestova,0,0,0,0,0,0,10,0,0,10
Dylan Lockard,0,0,0,0,0,0,10,0,0,10
Martin Svensson,0,0,0,0,0,0,10,0,0,10
Humberto DeLeon,0,0,0,0,0,0,10,0,0,10
Mike Altman,0,0,0,0,0,0,10,0,0,10
Ashiek Ajim,0,0,0,0,0,0,10,0,0,10
Yukio Sakaguchi,0,0,0,0,0,0,10,0,0,10
Aurelijus Kerpe,0,0,0,0,0,0,10,0,0,10
Hiroyuki Abe,0,0,0,0,0,0,10,0,0,10
Mitchell Sipe,0,0,0,0,0,0,10,0,0,10
Tomomi Iwama,0,0,0,0,0,0,10,0,0,10
Acacio Dos Santos,0,0,0,0,0,0,10,0,0,10
Jarrod Kwitty,0,0,0,0,0,0,10,0,0,10
Gigo Jara,0,0,0,0,0,0,10,0,0,10
Tyra Parker,0,0,0,0,0,0,10,0,0,10
Ashe Bowman,0,0,0,0,0,0,10,0,0,10
Yazan Hajeh,0,0,0,0,0,0,10,0,0,10
Jonatas Novaes,0,0,0,0,0,0,10,0,0,10
Angel Pacheco,0,0,0,0,0,0,10,0,0,10
Masanori Tonooka,0,0,0,0,0,0,10,0,0,10
Joe Martin,0,0,0,0,0,0,10,0,0,10
Sean Alvarez,0,0,0,0,0,0,10,0,0,10
Marcus Kowal,0,0,0,0,0,0,10,0,0,10
Jair Farias,0,0,0,0,0,0,10,0,0,10
Manolo Zecchini,0,0,0,0,0,0,10,0,0,10
Jhonata Silva,0,0,0,0,0,0,10,0,0,10
Emiliano Linares,0,0,0,0,0,0,10,0,0,10
Andy Wang,0,0,0,0,0,0,10,0,0,10
Justin Wren,0,0,0,0,0,0,10,0,0,10
Evan Esguerra,0,0,0,0,0,0,10,0,0,10
Melchor Manibusan,0,0,0,0,0,0,10,0,0,10
Erick Wanderlei,0,0,0,0,0,0,10,0,0,10
Matt Horning,0,0,0,0,0,0,10,0,0,10
Humberto Brown Morrison,0,0,0,0,0,0,10,0,0,10
Edwin Aguilar,0,0,0,0,0,0,10,0,0,10
Chris Mierzwiak,0,0,0,0,0,0,10,0,0,10
Sherman Pendergarst,0,0,0,0,0,0,10,0,0,10
Fabio Mello,0,0,0,0,0,0,10,0,0,10
Kevin Knabjian,0,0,0,0,0,0,10,0,0,10
David Gardner,0,0,0,0,0,0,10,0,0,10
Johnny Sampaio,0,0,0,0,0,0,10,0,0,10
Jaimelene Nievera,0,0,0,0,0,0,10,0,0,10
Antony Rea,0,0,0,0,0,0,10,0,0,10
Chad Johnson,0,0,0,0,0,0,10,0,0,10
Joe Benoit,0,0,0,0,0,0,10,0,0,10
Thomas Ramirez,0,0,0,0,0,0,10,0,0,10
Gerald Strebendt,0,0,0,0,0,0,10,0,0,10
Ty Flores,0,0,0,0,0,0,10,0,0,10
Mohammad Yahya,0,0,0,0,0,0,10,0,0,10
Marcin Wrzosek,0,0,0,0,0,0,10,0,0,10
Koichiro Matsumoto,0,0,0,0,0,0,10,0,0,10
Marques Daniels,0,0,0,0,0,0,10,0,0,10
Cory Walmsley,0,0,0,0,0,0,10,0,0,10
Lacey Schuckman,0,0,0,0,0,0,10,0,0,10
Harvey Park,0,0,0,0,0,0,10,0,0,10
Taylor Roberts,0,0,0,0,0,0,10,0,0,10
Don Carlo-Clauss,0,0,0,0,0,0,10,0,0,10
Jonny Carson,0,0,0,0,0,0,10,0,0,10
Jamelle Jones,0,0,0,0,0,0,10,0,0,10
Aaron Wetherspoon,0,0,0,0,0,0,10,0,0,10
Khadzhi Bestaev,0,0,0,0,0,0,10,0,0,10
Balajin,0,0,0,0,0,0,10,0,0,10
Helio Dipp,0,0,0,0,0,0,10,0,0,10
Gugun Gusman,0,0,0,0,0,0,10,0,0,10
Alex Gorgees,0,0,0,0,0,0,10,0,0,10
Devin Smyth,0,0,0,0,0,0,10,0,0,10
Carlos Mota,0,0,0,0,0,0,10,0,0,10
Rodrigo Ruas,0,0,0,0,0,0,10,0,0,10
Bruno Lopes,0,0,0,0,0,0,10,0,0,10
Vernon Ramos Ho,0,0,0,0,0,0,10,0,0,10
Sandra Lavado,0,0,0,0,0,0,10,0,0,10
Alfred Khashakyan,0,0,0,0,0,0,10,0,0,10
Khusein Askhabov,0,0,0,0,0,0,10,0,0,10
Juan Miranda,0,0,0,0,0,0,10,0,0,10
Adam Smith,0,0,0,0,0,0,10,0,0,10
Karl Willis,0,0,0,0,0,0,10,0,0,10
Mike Aina,0,0,0,0,0,0,10,0,0,10
Alex Zuniga,0,0,0,0,0,0,10,0,0,10
Donovan Beard,0,0,0,0,0,0,10,0,0,10
Edivan Santos,0,0,0,0,0,0,10,0,0,10
Colleen Schneider,0,0,0,0,0,0,10,0,0,10
Andre Mussi,0,0,0,0,0,0,10,0,0,10
Shana Olsen,0,0,0,0,0,0,10,0,0,10
Yoshinori Horie,0,0,0,0,0,0,10,0,0,10
Josh Bumgarner,0,0,0,0,0,0,10,0,0,10
Derek Getzel,0,0,0,0,0,0,10,0,0,10
Maimaitituoheti Keremuaili,0,0,0,0,0,0,10,0,0,10
CJ Hamilton,0,0,0,0,0,0,10,0,0,10
John Lober,0,0,0,0,0,0,10,0,0,10
Tony Petarra,0,0,0,0,0,0,10,0,0,10
Matt Andersen,0,0,0,0,0,0,10,0,0,10
Nikk Covert,0,0,0,0,0,0,10,0,0,10
Bharat Kandare,0,0,0,0,0,0,10,0,0,10
Shauna Bannon,0,0,0,0,0,0,10,0,0,10
Jin Oh Kim,0,0,0,0,0,0,10,0,0,10
Tom Gallicchio,0,0,0,0,0,0,10,0,0,10
Richie Hightower,0,0,0,0,0,0,10,0,0,10
Marcus Jones,0,0,0,0,0,0,10,0,0,10
Gary Quan,0,0,0,0,0,0,10,0,0,10
Carter Williams,0,0,0,0,0,0,10,0,0,10
Antonio Duarte,0,0,0,0,0,0,10,0,0,10
Bo Cantrell,0,0,0,0,0,0,10,0,0,10
Hilarie Rose,0,0,0,0,0,0,10,0,0,10
Darrill Schoonover,0,0,0,0,0,0,10,0,0,10
Willie Parks,0,0,0,0,0,0,10,0,0,10
Jhonoven Pati,0,0,0,0,0,0,10,0,0,10
Sung Bin Jo,0,0,0,0,0,0,10,0,0,10
Scott Baker,0,0,0,0,0,0,10,0,0,10
Kyle Jensen,0,0,0,0,0,0,10,0,0,10
Chris Yee,0,0,0,0,0,0,10,0,0,10
James Hammortree,0,0,0,0,0,0,10,0,0,10
Bentley Syler,0,0,0,0,0,0,10,0,0,10
Dylan Salvador,0,0,0,0,0,0,10,0,0,10
Del Hawkins,0,0,0,0,0,0,10,0,0,10
Antonio Trocoli,0,0,0,0,0,10,0,0,0,10
James Wallace,0,0,0,0,0,0,10,0,0,10
Brian Warren,0,0,0,0,0,0,10,0,0,10
Chase Gibson,0,0,0,0,0,0,10,0,0,10
Matt Lee,0,0,0,0,0,0,10,0,0,10
Kiril Sidelnikov,0,0,0,0,0,0,10,0,0,10
Art Jimmerson,0,0,0,0,0,0,10,0,0,10
Jason Ireland,0,0,0,0,0,0,10,0,0,10
Matt Foki,0,0,0,0,0,0,10,0,0,10
Shawn Teed,0,0,0,0,0,0,10,0,0,10
Kim In Seok,0,0,0,0,0,0,10,0,0,10
Ray Seraille,0,0,0,0,0,0,10,0,0,10
Felipe Portela,0,0,0,0,0,0,10,0,0,10
Gareth Joseph,0,0,0,0,0,0,10,0,0,10
Tim Stout,0,0,0,0,0,0,10,0,0,10
Benardo Sopaj,0,0,0,0,0,0,10,0,0,10
Ricardo Prasel,0,0,0,0,0,0,10,0,0,10
Wes Albritton,0,0,0,0,0,0,10,0,0,10
Steve Mensing,0,0,0,0,0,0,10,0,0,10
Kali Robbins,0,0,0,0,0,0,10,0,0,10
Eldari Kurtanidze,0,0,0,0,0,0,10,0,0,10
David Levicki,0,0,0,0,0,0,10,0,0,10
Aliev Makhmud,0,0,0,0,0,0,10,0,0,10
Hussain Rasouli,0,0,0,0,0,0,10,0,0,10
Joe Son,0,0,0,0,0,0,10,0,0,10
Justin Frazier,0,0,0,0,0,0,10,0,0,10
Chad W. Saunders,0,0,0,0,0,0,10,0,0,10
Yusaku Nakamura,0,0,0,0,0,0,10,0,0,10
Todd Lally,0,0,0,0,0,0,10,0,0,10
Luis Gomez,0,0,0,0,0,0,10,0,0,10
Roland Payne,0,0,0,0,0,0,10,0,0,10
Sam Liera,0,0,0,0,0,0,10,0,0,10
Tommy Lee,0,0,0,0,0,0,10,0,0,10
Adam Steele,0,0,0,0,0,0,10,0,0,10
Rodrigo Gripp de Sousa,0,0,0,0,0,0,10,0,0,10
Aaron Wilkinson,0,0,0,0,0,0,10,0,0,10
Elias Urbina,0,0,0,0,0,0,10,0,0,10
Kelly Kobold,0,0,0,0,0,0,10,0,0,10
Richie Santiago,0,0,0,0,0,0,10,0,0,10
Chandler Cole,0,0,0,0,0,0,10,0,0,10
Carl Seumanutafa,0,0,0,0,0,0,10,0,0,10
Jack Cartwright,0,0,0,0,0,0,10,0,0,10
Herman Renting,0,0,0,0,0,0,10,0,0,10
Chris Birchler,0,0,0,0,0,0,10,0,0,10
Cory Hendricks,0,0,0,0,0,0,10,0,0,10
Pawan Maan,0,0,0,0,0,0,10,0,0,10
Motoki Miyazawa,0,0,0,0,0,0,10,0,0,10
Bruno Assis,0,0,0,0,0,0,10,0,0,10
Issa Isakov,0,0,0,0,0,0,10,0,0,10
Jose Canseco,0,0,0,0,0,0,10,0,0,10
Eldo Xavier Dias,0,0,0,0,0,0,10,0,0,10
Josh Stuart,0,0,0,0,0,0,10,0,0,10
Lance Lawrence,0,0,0,0,0,0,10,0,0,10
James Gray,0,0,0,0,0,0,10,0,0,10
Ian Murphy,0,0,0,0,0,0,10,0,0,10
Fred Ettish,0,0,0,0,0,0,10,0,0,10
Kengo Watanabe,0,0,0,0,0,0,10,0,0,10
Delson Heleno,0,0,0,0,0,0,10,0,0,10
Raimond Magomedaliev,0,0,0,0,0,0,10,0,0,10
John Dowdy,0,0,0,0,0,0,10,0,0,10
Rickson Zenidim,0,0,0,0,0,0,10,0,0,10
Andy Anderson,0,0,0,0,0,0,10,0,0,10
Dino Pezao,0,0,0,0,0,0,10,0,0,10
Brett Albee,0,0,0,0,0,0,10,0,0,10
Chad Sutton,0,0,0,0,0,0,10,0,0,10
Imani Lee,0,0,0,0,0,0,10,0,0,10
Cheyden Leialoha,0,0,0,0,0,0,10,0,0,10
Moise Rimbon,0,0,0,0,0,0,10,0,0,10
Edson Silva,0,0,0,0,0,0,10,0,0,10
John Clarke,0,0,0,0,0,0,10,0,0,10
Javi Alanis,0,0,0,0,0,0,10,0,0,10
Josh Jarvis,0,0,0,0,0,0,10,0,0,10
Soichi Nishida,0,0,0,0,0,0,10,0,0,10
Mayana Kellem,0,0,0,0,0,0,10,0,0,10
Eiji Ishikawa,0,0,0,0,0,0,10,0,0,10
Ryan McGillivray,0,0,0,0,0,0,10,0,0,10
Dimitiri Wanderley,0,0,0,0,0,0,10,0,0,10
Rilley Dutro,0,0,0,0,0,0,10,0,0,10
Ryan Diaz,0,0,0,0,0,0,10,0,0,10
Gleidson Cutis,0,0,0,0,0,0,10,0,0,10
Jose Alday,0,0,0,0,0,0,10,0,0,10
Ryo Kawamura,0,0,0,0,0,0,10,0,0,10
Diego Henrique da Silva,0,0,0,0,0,0,10,0,0,10
James Toney,0,0,0,0,0,0,10,0,0,10
Valesca Machado,0,0,0,0,0,0,10,0,0,10
AJ Fonseca,0,0,0,0,0,0,10,0,0,10
Eddie Ruiz,0,0,0,0,0,0,10,0,0,10
John Campetella,0,0,0,0,0,0,10,0,0,10
Jason Guida,0,0,0,0,0,0,10,0,0,10
Mariusz Ksiazkiewicz,0,0,0,0,0,0,10,0,0,10
Sean Gannon,0,0,0,0,0,0,10,0,0,10
Ross Ebanez,0,0,0,0,0,0,10,0,0,10
Brett Tillis,0,0,0,0,0,0,10,0,0,10
Eric Steenberg,0,0,0,0,0,0,10,0,0,10
Rana Rudra Pratap Singh,0,0,0,0,0,0,10,0,0,10
Kyle Levinton,0,0,0,0,0,0,10,0,0,10
Patrick Speight,0,0,0,0,0,0,10,0,0,10
Lukasz Les,0,0,0,0,0,0,10,0,0,10
Jae Suk Lim,0,0,0,0,0,0,10,0,0,10
John Doyle,0,0,0,0,0,0,10,0,0,10
Joshua Wang-Kim,0,0,0,0,0,0,10,0,0,10
Hans Nijman,0,0,0,0,0,0,10,0,0,10
Caio Bittencourt,0,0,0,0,0,0,10,0,0,10
Lewis Gonzalez,0,0,0,0,0,0,10,0,0,10
Ray Routh,0,0,0,0,0,0,10,0,0,10
Nariman Abbasov,0,0,0,0,0,0,10,0,0,10
Igor Zinoviev,0,0,0,0,0,0,10,0,0,10
Jack McGlaughlin,0,0,0,0,0,0,10,0,0,10
David Hulett,0,0,0,0,0,0,10,0,0,10
Josh Hendricks,0,0,0,0,0,0,10,0,0,10
Ivana Petrovic,0,0,0,0,0,0,10,0,0,10
Nick Urso,0,0,0,0,0,0,10,0,0,10
Armando Villarreal,0,0,0,0,0,0,10,0,0,10
Ivan Valenzuela,0,0,0,0,0,0,10,0,0,10
Alexandre Barros,0,0,0,0,0,0,10,0,0,10
Nick Roehrick,0,0,0,0,0,0,10,0,0,10
Cory Peterson,0,0,0,0,0,0,10,0,0,10
Chris Culley,0,0,0,0,0,0,10,0,0,10
Shang Zhifa,0,0,0,0,0,0,10,0,0,10
Noe Hernandez,0,0,0,0,0,0,10,0,0,10
Maiara Amanajas dos Santos,0,0,0,0,0,0,10,0,0,10
Raheam Forest,0,0,0,0,0,0,10,0,0,10
Tim Caron,0,0,0,0,0,10,0,0,0,10
Santo Curatolo,0,0,0,0,0,0,10,0,0,10
Carl Toomey,0,0,0,0,0,0,10,0,0,10
Sim Kai Xiong,0,0,0,0,0,0,10,0,0,10
Paul Song,0,0,0,0,0,0,10,0,0,10
JP Felty,0,0,0,0,0,0,10,0,0,10
Joel Thomas,0,0,0,0,0,0,10,0,0,10
Antonio Jones,0,0,0,0,0,0,10,0,0,10
Christian Ocon,0,0,0,0,0,0,10,0,0,10
